objectid,parentid,title,display_location,date,active_years,biographical_notes,subject,visual_description,size,artists,printers,publishers,institutions,associated_techniques,intaglio_specific,lithography_specific,relief_specific,screenprint_specific,other_techniques,website,source,submitter,credit,display_template,filetype,filename,object_location,image_small,image_thumb
10186,,Ives-Sillman,"New Haven, Connecticut, USA",,1958–1978,,Shape,geometric; cube(s); line; box,unknown,Josef Albers; Jacob Lawerence; George Ortman; Frank Stella; Ellsworth Kelly; Robert Motherwell; Andy Warhol; Stuart Davis; Roy Lichtenstein; Larry Poons; Robert Indiana; Ad Reinhardt; Walker Evans; Piet Mondrian; Jean Dubuffet; Romare Bearden,,Sirocco Screenprints; Norman Ives; Sewell Sillman; Lorillard Company; Harry N. Abrams; Inc. Wadsworth Atheneum Museum of Art,Dayton Art Institute; National Gallery of Art; Harvard Art Museum; The Metropolitan Museum of Art; Victoria and Albert Museum; Spencer Museum of Art,Screenprint,,,,,,,"Corlett, Mary Lee. The prints of Roy Lichtenstein: A catalogue raisonné, 1948–1997. New York, WA, D.C.: Hudson Hills Press : in association with the National Gallery of Art, 2002.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10186.png,/objects/10186.png,/objects/10186.png,/objects/10186.png
10187,,Gabriele Mazzotta Editore,"Milan, Italy",,1966–1978,,Word,circle; ring; Gabriele Mazzotta Editore,unknown,Joseph Beuys; Michelangelo Pistoletto; Roy Lichtenstein; Claes Oldenburg; Cooseje van Bruggen; Frank O. Gehry; Germano Celant,,Ziereis Facsimiles,Harvard Art Museums; Flint Institute of Arts Museum+ Art School,Screenprint; Other,,,,,Artists Books,,"Corlett, Mary Lee. The prints of Roy Lichtenstein: A catalogue raisonné, 1948-1997. New York, WA, D.C.: Hudson Hills Press : in association with the National Gallery of Art, 2002.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10187.png,/objects/10187.png,/objects/10187.png,/objects/10187.png
10188,,"The Mezzanine Gallery, Metropolitan Museum of Art","New York, New York, USA",,1979–present,,Word,The Mezzanine Gallery; The Metropolitan Museum of Art; New York,unknown,Piero Guccione; Jasper Johns; Vija Celmins; Richard Serra; Robert Rauschenberg; George Condo; Roy Lichtenstein; Siah Armajani; Kerry James Marshall; Julie Mehretu; Wangechi Mutu; Gabriel Orozco; Ed Ruscha; Ranjani Shettar; Sarah Sze; Xu Bing; Richard Haas; Frank Stella; Sandro Chia,Orlando Condeso; at Vinalhaven Press; Maurice Payne; Studio Santa Reparata,,The Metropolitan Museum of Art,Lithography; Screenprint,,,,,,https://store.metmuseum.org/home-decor/the-gallery?srsltid=AfmBOorBaeyg1FC6LBlWJu8nt6bybo4Qnc1PwWr4AFMAEiuFBTAa4JoP,"Corlett, Mary Lee. The prints of Roy Lichtenstein: A catalogue raisonné, 1948-1997. New York, WA, D.C.: Hudson Hills Press : in association with the National Gallery of Art, 2002.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10188.png,/objects/10188.png,/objects/10188.png,/objects/10188.png
10189,,Irwin Hollander,"New York, New York, USA",,circa 1955– 2018,"Printer fellow September 1961–June 1963
July 1963– August 1964",Letter,Initials I; H,unknown,Willem de Kooning; Robert Motherwell; Roy Lichtenstein; Louise Nevelson; Ellsworth Kelly; Sam Francis; Eleanore Mikus; John Cage; Claes Oldenburg; Henry C. Pearson; Richard Linder; Saul Steinburg; Clinton Adams; Karl Schrag; William Brice; John Cage; Helen Frankenthaler; Philip Guston; Jasper Johns,Fred Genis; Ian Lawson; Michael Knigin; Jurgen Fischer; Roy Colonna,Tamarind Institute; Hollander’s Workshop (1964–1972),National Gallery of Art; the Art Institute of Chicago; the Museum of Modern Art; The Lilley Museum of Art,Lithography,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10189.png,/objects/10189.png,/objects/10189.png,/objects/10189.png
10190,,ProCreations,"New Orleans, Louisiana, USA",,1998–2021,,Letter; Shape,Initials P; C; box; square; line,unknown,Hugh Ricks; Stephen St. Germain; John Martinez; Milton Glaser; Woodie Pirtle; Thomas Mann; K.N Martin; Laura Smith; Tore Wallin; Michael Doret; Francoise Gilot; Chris Mayes; Richard Thomas; MAAN; Robert Gordy; George Dureau; Charest & Brousseau; Marcus Akinlana; Roy Lichtenstein,,Art4Now,,Lithography; Screenprint,,,,,,,"Corlett, Mary Lee. The prints of Roy Lichtenstein: A catalogue raisonné, 1948-1997. New York, WA, D.C.: Hudson Hills Press : in association with the National Gallery of Art, 2002.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10190.png,/objects/10190.png,/objects/10190.png,/objects/10190.png
10191,,Saff Tech Arts,"Oxford, Maryland, USA",,circa 1991–1994,,Letter; Image; Shape,animal; crown; line; initials S; T; A,unknown,Nancy Graves; Roy Lichtenstein; James Rosenquist; James Turrell; Phillip Pearlstein; Robert Rauschenburg,Donald Saff,Saff and Company,,Lithography; Screenprint,,,,,,,"Corlett, Mary Lee. The prints of Roy Lichtenstein: A catalogue raisonné, 1948-1997. New York, WA, D.C.: Hudson Hills Press : in association with the National Gallery of Art, 2002.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10191.png,/objects/10191.png,/objects/10191.png,/objects/10191.png
10192,,Saff and Company,"Oxford, Maryland, USA",,circa 1994,,Word,Saff and Company,unknown,Nancy Graves; Roy Lichtenstein; James Rosenquist; James Turrell; Phillip Pearlstein,Donald Saff; Robert Rauschenburg,Saff Tech Arts,,Intaglio; Lithography,Etching,,,,,,"Corlett, Mary Lee. The prints of Roy Lichtenstein: A catalogue raisonné, 1948-1997. New York, WA, D.C.: Hudson Hills Press : in association with the National Gallery of Art, 2002.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10192.png,/objects/10192.png,/objects/10192.png,/objects/10192.png
10193,,James Stroud + Center Street Studio,"Milton, Massachussets, USA",,1984 to present,Center Street Studio was established by artist James Stroud after receiving his MFA from the Yale School of Art in 1984. The studio has published hundreds of print projects with established and emerging artists over the years.,Image,Scallop shell image,"13 x 13 mm, .5 x .5 inches",Michael Beatty; Gerry Bernstein; Nell Blaine; Matthew Carter; Bernard Chaet; Mark Cooper; ELTONO; Aaron Fink; Andy Freeberg; Raul Gonzales III; Teo Gonzalez; Anna Schuleit Haber; James Hansen; Anne Harris; Cyrus Highsmith; Chuck Holtzman; Lester Johnson; Markus Linnenbrink; Eva Lundsager; Judy Kensley McKie; Todd McKie; Keith Monday; Carrie Moyer; Eva Mueller; James Ovid Mustin III; David Ortins; Robert ParkeHarrison; Emilio Perez; Rachel Perry; Jeff Perrott; Charles Ritchie; Laurel Sparks; William Steiger; James Stroud; Bill Thompson; Roger Tibbetts; John Walker; Bill Wheelock; Brian Andrew Whitely; George Whitman; John Wilson; Janine Wong,James Stroud,Center Street Studio,Metropolitan Museum of Art; Museum of Fine Arts Boston; Harnett Museum of Art University of Richmond (CSS Archive); Museum of Modern Art New York; National Gallery of Art Washington DC; Museum of Fine Art Houston; Cleveland Museum of Art; Minneapolis Institute of Art; Fogg Museum of Art Harvard University; Yale Art Gallery; Hood Museum of Art Dartmouth College; Williams College Museum of Art; Boston Public Library; New York Public Library; List Art Center MIT; Rose Art Museum Brandeis University; School of the Museum of Fine Arts/Tufts Univeristy,Intaglio; Relief; Other,Engraving; Copper Engraving; Drypoint; Mezzotint; Etching; Aquatint; Soft-ground; Lift-ground (including sugar-lift and soap-lift); Photogravure,,Woodcut; Linocut; Photopolymer Plate; Letterpress,,Collagraph; Monoprint; Monotype,www.centerstreetstudio.com,,James Stroud,Information about this mark is courtesy of James Stroud,image,.jpeg,10193.jpeg,/objects/10193.jpeg,/objects/10193.jpeg,/objects/10193.jpeg
10194,,Tanglewood Press,"New York, New York, USA",,circa 1957–1967,,Letter,Initials; T; P; abstract,unknown,Richard Anuszkiewicz; Jim Dine; Helen Frankenthaler; Nicholas Kruschenick; Robert Kulicke; Mon Levinson; Roy Lichtenstein; Claes Oldenburg; George Segal; Tom Wesselmann; Allan D’Arcangelo; Andy Warhol; Lee Bontecou; Jasper Johns; Donald Judd; Robert Morris; Larry Poons; James Rosenquist; Frank Stella; Robert Indiana; Robert Rauschenburg; James Rosenquist,Rosa Esman,Revolver Gallery,National Gallery of Art; The Museum of Modern Art; The Metropolitan Museum of Art,Screenprint,,,,,,,"Corlett, Mary Lee. The prints of Roy Lichtenstein: A catalogue raisonné, 1948-1997. New York, WA, D.C.: Hudson Hills Press : in association with the National Gallery of Art, 2002.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10194.png,/objects/10194.png,/objects/10194.png,/objects/10194.png
10195,,Tyler Graphics,"Mount Kisco, New York, USA",,1974–2000,,Image; Shape,cube; square; diamond; triangle; abstract,unknown,Robert Rauschenberg; Jasper Johns; Roy Lichtenstein; David Hockney; Helen Frankenthaler; Ellsworth Kelly. Frank Stella; Kenneth Noland; Nancy Graves; Michael Heizer; Robert Motherwell; Joan Mitchell; James Rosenquist; Masami Teraoka; Josef Albers; Anthony Caro,Kenneth Tyler; Kevin Falco; John Hutcheson; Michael Mueller,Tamarind Lithography Workshop; Gemini G.E.L,National Gallery of Australia; Tate Modern; The National Gallery of Art; The Center for Contemporary Graphic Art; Fukushima Prefecture; The Walker Art Center; Spencer Museum of Art,Intaglio; Lithography; Relief; Screenprint,Drypoint; Etching; Aquatint; Photogravure,,Woodcut,,,,"Corlett, Mary Lee. The prints of Roy Lichtenstein: A catalogue raisonné, 1948-1997. New York, WA, D.C.: Hudson Hills Press : in association with the National Gallery of Art, 2002.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10195.png,/objects/10195.png,/objects/10195.png,/objects/10195.png
10196,,Washington University's Collaborative Printmaking Workshop (renamed Island Press),"St. Louis, Missouri, USA",,1978–present,,Letter,Initials; W; U,unknown,Lisa Anne Auerbach; Radcliffe Bailey; Frida Baranek; L.Barber; George Bartko; Leah Beeferman; Erika Blumenfeld; Edward Boccia; Chakaia Booker; Carolyn Brady; Breyten Breytenbach; Tom Butter; Michael Byron; Squeak Carnwath; Bill Cass; Nick Cave; Lee. R. Chesney Jr. Lo Ch’ing; Alan Cober; Sue Coe; Willie Cole; Peter Dean; Rita Dewitt; Michaela D. Hall; James Drakes; Henrik Drescher; Lise Drost; Chris Duncan; Ben Edmiston; Susan Eisler; Yizhak Elyashiv; Donald S. Farnsworth; Raphael Ferrer; Tom Friedman; Orly Genger; Sam Gilliam; Diana Guerrero-Macia; Ann Hamilton; Trenton Doyle Hancock; David Humphrey; Keith Jacobshagen; Michael Joo; Nina Katchadourian; Bill Kohn; Joyce Kozloff; Karen Kunc; John Lees; Annette Lemieux; Roy Lichtenstein; Marvin Lipofsky; Hung Liu; Louise Lochhead; David Lund; Enrique Martinez Celaya; Paul Mason; James McGarrell; Lloyd Menard; Meleko Mokgosi; Franco Mondini-Ruiz; John Moore; Joe Moss; Greely Myatt; Tom Nakashima; David Nash; Robert A. Nelson; Shaun O’Dell; Shimon Okshteyn; Ivo Petkov; Tom Phillips; Jody Pinto; Phyllis Plattner; Jaune Quick-To-See Smith; Edda Renouf; Holly Roberts; Dario Robleto; Juan Sanchez; Lisa Sanditz; Jane Sauer; Joyce Scott; Beverly Semmes; Susan Shie; Stephen Sidelinger; James Siena; Jeffrey Sippel; Duane Slick; TL Solien; Mary Sprague; Joseph Stefanelli; Stephanie Syjuco; Rochelle Toner; Diane Victor; Catherine Wagner; Paula Wilson,Tom Reed; Erin Johnston; Joan Hall; Mary Anne Simmons (Maryanne Ellison Simmons); Kevin Garber; Dan Gualdoni; Howard Jones,,The Mildred Lane Kemper Art Museum,Intaglio; Lithography; Screenprint,Etching,,,,Collagraph,https://samfoxschool.washu.edu/island-press/about,"Corlett, Mary Lee. The prints of Roy Lichtenstein: A catalogue raisonné, 1948-1997. New York, WA, D.C.: Hudson Hills Press : in association with the National Gallery of Art, 2002.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10196.png,/objects/10196.png,/objects/10196.png,/objects/10196.png
10197,,Beth Van Hoesen,"San Francisco, California, USA",,1957–2010,,Letter,Initials; B; V; H,unknown,Mark Adams; Ruth Asawa; Wayne Thiebaud; David Park; Elmer Bischoff; Richard Diebenkorn; Theophilus Brown; Paul Wonner,Kathan Brown,Crown Point Press; Van Hoesen and Adams Home Studio,Achenbach Foundation for Graphic Arts; Fine Arts Museums of San Francisco; Art Institute of Chicago; Brooklyn Museum; Cincinnati Art Museum; El Paso Museum of Art; Los Angeles County Museum of Art; Metropolitan Museum of Art; New York; J. P. Morgan Library; Museum of Modern Art; Norton Simon Museum; The Oakland Museum; Rutgers University Printmaking Archives; San Francisco Museum of Modern Art; San Jose Museum of Art; Smithsonian Institution; Stanford University Libraries; University of California; Berkeley Art Museum; University of Idaho; Moscow; University Museums; Iowa State University; Victoria and Albert Museum; The Portland Art Museum,Intaglio,Drypoint; Etching; Aquatint,,,,,https://nancydoddsgallery.com/beth-van-hoesen,"Fogarty, Lori, Bruce W. Pepich and Bob Hicks. Beth Van Hoesen: Catalogue Raisonné of Limited-Edition Prints, Books, and Portfolios. Lucia Marquand, 2011.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10197.png,/objects/10197.png,/objects/10197.png,/objects/10197.png
10198,,Patricia Branstead,"New York, New York, USA; Los Angeles, California, USA",,1969–present,,Word; Image,Patricia Branstead; sun; tree(s); horizon,unknown,Joan Snyder; Brice Marden; Jennnifer Barlett; John Baldessari; Claes Oldenburg; Edward Ruscha; Tom Wesselmann; Chuck Close; Helen Frankenthaler; Toni Dove; Yvonne Jacquette,Kathan Brown,Crown Point Press; Iris Editions; Brooke Alexander Inc. Aeropress Studio; Riverhouse Editions; Brewery Artwalk,National Gallery of Art,Intaglio,Etching,,,,Monotype,https://bransteaddesign.com/,"Fogarty, Lori, Bruce W. Pepich and Bob Hicks. Beth Van Hoesen: Catalogue Raisonné of Limited-Edition Prints, Books, and Portfolios. Lucia Marquand, 2011.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10198.png,/objects/10198.png,/objects/10198.png,/objects/10198.png
10199,,Kathan Brown,"San Francisco, California, USA",,circa 1956–2025,,Letter,Initial; K; dot,unknown,Chuck Close; Richard Diebenkorn; Wayne Thiebaud; Brice Marden; John Cage; Joan Jonas; Sol LeWitt; Ed Ruscha; Helen Frankenthaler; Julie Mehretu; Beth Van Hoesen,Stephen Thomas. Daria Sywulak; Tadashi Toda; Brian Shure; John Slivon. Nancy Anello; Renee Bott; Lawrence Hamlin,Crown Point Press; Tamarind Institute,Fine arts museums of San Francisco; The Museum of Modern Art; National Gallery of Art,Intaglio,Etching,,,,,https://crownpoint.com/about/kathan-brown/,"Fogarty, Lori, Bruce W. Pepich and Bob Hicks. Beth Van Hoesen: Catalogue Raisonné of Limited-Edition Prints, Books, and Portfolios. Lucia Marquand, 2011.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10199.png,/objects/10199.png,/objects/10199.png,/objects/10199.png
10200,,El Dorado Press,"Berkeley, California, USA",,circa 1975,,Shape,circle; line,unknown,Joseph Goldyne; David Kelso; Jeanne Gantz; Fritz Scholder,,,,Intaglio,Etching,,,,,,"Fogarty, Lori, Bruce W. Pepich and Bob Hicks. Beth Van Hoesen: Catalogue Raisonné of Limited-Edition Prints, Books, and Portfolios. Lucia Marquand, 2011.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10200.png,/objects/10200.png,/objects/10200.png,/objects/10200.png
10019,,Universal Limited Art Editions,"Bay Shore, New York, USA",,1957–present,,Letter,U; L; A; E; script,unknown,Amy Cutler; Amy O'Neill; Bill Jensen; Carmen Herrera; Carroll Dunham; Cecily Brown; Charline von Heyl; Christopher Wool; Chuck Close; Donald Baechler; Ed Ruscha; Eddie Martinez; Edwin Schlossberg; Elizabeth Murray; Ellen Gallagher; Enrique Chagoya; Helen Frankenthaler; James Rosenquist; James Siena; Jane Hammond; Jason Middlebrook; Jasper Johns; Jennie C. Jones; Jim Dine; Jim Isermann; Joe Bradley; Joey Kotting; Julia Rommel; Julian Lethbridge; Kelley Walker; Kiki Smith; Lee Bontecou; Lisa Yuskavage; Marina Adams; Mark Fox; Martha Tuttle; Martin Puryear; Michael Williams; N. Dash; Nathlie Provosty; Orly Genger; Richard Tuttle; Robert Rauschenberg; Rosa Loy; Ryan and Trevor Oakes; Sam Moyer; Sarah Crowner; Susan Rothenberg; Suzanne McClelland; Terry Winters; Wyatt Kahn,Tatanya Grossman; Bill Goldston,,Museum of Modern Art,Intaglio; Lithography; Relief; Other,,Stone Lithography; Color Lithography / Chromolithograph; Offset Lithography,Woodcut; Woodblock (Mokuhanga),,Monoprint,https://www.ulae.com/,,Theresa Engelbrecht,Information about this mark is based on the listed source(s) with additional research by Theresa Engelbrecht,multiple,.png,10019.png,/objects/10019.png,/objects/10019.png,/objects/10019.png
10019,10019,Universal Limited Art Editions,"Bay Shore, New York, USA",,1957–present,,Letter,U; L; A; E; script,unknown,Amy Cutler; Amy O'Neill; Bill Jensen; Carmen Herrera; Carroll Dunham; Cecily Brown; Charline von Heyl; Christopher Wool; Chuck Close; Donald Baechler; Ed Ruscha; Eddie Martinez; Edwin Schlossberg; Elizabeth Murray; Ellen Gallagher; Enrique Chagoya; Helen Frankenthaler; James Rosenquist; James Siena; Jane Hammond; Jason Middlebrook; Jasper Johns; Jennie C. Jones; Jim Dine; Jim Isermann; Joe Bradley; Joey Kotting; Julia Rommel; Julian Lethbridge; Kelley Walker; Kiki Smith; Lee Bontecou; Lisa Yuskavage; Marina Adams; Mark Fox; Martha Tuttle; Martin Puryear; Michael Williams; N. Dash; Nathlie Provosty; Orly Genger; Richard Tuttle; Robert Rauschenberg; Rosa Loy; Ryan and Trevor Oakes; Sam Moyer; Sarah Crowner; Susan Rothenberg; Suzanne McClelland; Terry Winters; Wyatt Kahn,Tatanya Grossman; Bill Goldston,,Museum of Modern Art,Intaglio; Lithography; Relief; Other,,Stone Lithography; Color Lithography / Chromolithograph; Offset Lithography,Woodcut; Woodblock (Mokuhanga),,Monoprint,https://www.ulae.com/,,Theresa Engelbrecht,Information about this mark is based on the listed source(s) with additional research by Theresa Engelbrecht,multiple,.png,10019.png,/objects/10019.png,/objects/10019.png,/objects/10019.png
10019-01,10019,Universal Limited Art Editions,,,,,,,,,,,,,,,,,,,,,,,.jpg,10019-01.jpg,/objects/10019-01.jpg,/objects/10019-01.jpg,/objects/10019-01.jpg
10201,,Lake Effect Editions,"Syracuse, New York, USA",,2006–present,"Syracuse University Print Media Department print publishing program, Syracuse, New York.",Letter,L; E; E,unknown,Amanda Knowles; Amze Emmons; Art Werger; Beauvais Lyons; Chris Johanson/OchoLoco Press; Crystal Wagner; Dan Ibarra; Dennis McNett; Dr. Eric Avery; Dusty Herbig; Emmy Lingscheit; Ericka Walker; Fred Stonehouse; Greg Nanney (Drive By Press); Jack Damer; Jay Ryan; Jennifer Schmidt; Jenny Schmid; Jeremy Lundquist; Joel Seah; John Hancock; John Hitchcock; Jon Swindler; Joseph Velasquez; Kevin Haas; Koichi Yamamoto; Lenore Thomas; Lisa Bulawsky; Mark Hosford; Martin Mazzora; Michael Barnes; Michael Krueger; Nick Ruth; Peter Gourfain; R.L. Tilman; Santiago Armangod; Sean StarWars,Dusty Herbig,,,,,,,,,,,Andrew Saluti,Information about this mark is based on the listed source(s) with additional research by Andrew Saluti,image,.jpg,10201.jpg,/objects/10201.jpg,/objects/10201.jpg,/objects/10201.jpg
10202,,Chip Elwell,"New York, New York, USA",,1940–1986,,Letter,C,unknown,Alex Katz; Joan Snyder; Louisa Chase; Richard Boseman; Richard Mock; Susan Crile,,Diane Villani Editions,,Relief,,,Woodcut,,,,,Andrew Saluti,Information about this mark is based on the listed source(s) with additional research by Andrew Saluti,image,.png,10202.png,/objects/10202.png,/objects/10202.png,/objects/10202.png
10203,,Lawrence Lithography Workshop,"Lawrence, Kansas, USA; Kansas City, Missouri, USA",,1979–present,,Letter; Shape,L; W; geometric; lines,unknown,Ron Adams; Anthony Baab; Nick Bubash; Paul Brach; Susan Davidoff; Archie Scott Gobber; Julie Green; Robert Green; Edward Henderson; Peregrine Honig; Tom Huck; Benito Huerta; Gesine Janzen; Luis Jiménez; Elizabeth “Grandma” Layton; Mike Lyon; Alden Mason; Marcie Miller Gross; John Newman; Ed Paschke; Zigmunds Priede; Warren Rosser; Miriam Schapiro; Roger Shimomura; Jaune Quick-To-See Smith; Robert Stackhouse; Robert Sudlow; Akio Takamori; Theodore Waddell; Patti Warashina ; William Wiley; Andrzej Zielinski,Michael Sims,Landfall Press,Nelsen-Atkins Museum of Art,Lithography; Relief,,Stone Lithography; Plate Lithography; Color Lithography / Chromolithograph; Photomechanical Lithography,,,,https://www.lawrencelitho.com/,,Andrew Saluti,Information about this mark is based on the listed source(s) with additional research by Andrew Saluti,image,.jpg,10203.jpg,/objects/10203.jpg,/objects/10203.jpg,/objects/10203.jpg
10204,,Kathryn Clark,"San Francisco, Calilfornia, USA; Brookston, Indiana, USA",,1970–1972,Wayne State University MFA in Printmaking; Co-founder of Twinrocker Handmade Paper,letter; shape,K; C; rocking chair; chair,,Jose Luis Cuevas,Ernest de Soto,Collector's Press,,Lithography; Other,,,,,Handmade paper,http://www.twinrocker.com/,,Theresa Engelbrecht,Information about this mark is based on the listed source(s) with additional research by Theresa Engelbrecht,image,.jpeg,10204.jpeg,/objects/10204.jpeg,/objects/10204.jpeg,/objects/10204.jpeg
10205,,Solstice Press,"Anchorage, Alaska, USA",,1980–?,"The press was founded in 1980 by Guitta Corey, who holds a degree in Printmaking from the Rhode Island School of Design.",shape,circle; compass,unknown,,Guitta Corey,,,Lithography,,Stone Lithography; Plate Lithography,,,,https://www.guittacoreyart.com/about,,,,,,,,,
